year,quarter,region,area,sex,age_group,value,unit,source
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,15-19 ปี,7.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,15-19 ปี,7.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,รวม,รวม,15-19 ปี,7.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,รวม,15-19 ปี,8.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,รวม,15-19 ปี,2.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,รวม,15-19 ปี,6.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,รวม,15-19 ปี,8.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,15-19 ปี,5.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,15-19 ปี,14.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,รวม,รวม,15-19 ปี,7.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,รวม,15-19 ปี,9.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,รวม,15-19 ปี,5.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,รวม,รวม,15-19 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,รวม,15-19 ปี,4.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,รวม,15-19 ปี,3.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,15-19 ปี,5.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,15-19 ปี,7.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,15-19 ปี,4.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,รวม,รวม,15-19 ปี,5.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,รวม,15-19 ปี,3.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,รวม,15-19 ปี,6.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,รวม,รวม,15-19 ปี,6.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,รวม,15-19 ปี,5.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,15-19 ปี,7.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,15-19 ปี,5.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,รวม,รวม,15-19 ปี,5.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,รวม,15-19 ปี,4.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,รวม,15-19 ปี,5.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,รวม,15-19 ปี,3.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,รวม,15-19 ปี,5.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,รวม,15-19 ปี,7.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,15-19 ปี,4.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,15-19 ปี,6.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,15-19 ปี,4.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,รวม,รวม,15-19 ปี,7.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,รวม,15-19 ปี,12.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,รวม,15-19 ปี,6.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,รวม,รวม,20-24 ปี,5.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,รวม,20-24 ปี,6.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20-24 ปี,4.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,20-24 ปี,8.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,รวม,รวม,20-24 ปี,8.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,รวม,20-24 ปี,6.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,รวม,20-24 ปี,6.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,รวม,รวม,20-24 ปี,6.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,รวม,20-24 ปี,5.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,รวม,20-24 ปี,8.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,20-24 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,20-24 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,20-24 ปี,4.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,รวม,รวม,20-24 ปี,3.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,รวม,20-24 ปี,5.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,รวม,20-24 ปี,6.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,รวม,20-24 ปี,5.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,รวม,20-24 ปี,7.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20-24 ปี,4.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,20-24 ปี,8.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,รวม,รวม,20-24 ปี,6.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,รวม,20-24 ปี,7.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,รวม,20-24 ปี,6.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,รวม,รวม,20-24 ปี,4.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,รวม,20-24 ปี,8.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,รวม,20-24 ปี,2.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,20-24 ปี,3.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,20-24 ปี,4.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,20-24 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,รวม,รวม,20-24 ปี,7.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,รวม,20-24 ปี,6.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,รวม,20-24 ปี,7.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,รวม,รวม,20-24 ปี,4.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,รวม,20-24 ปี,4.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20-24 ปี,5.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,20-24 ปี,3.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,รวม,รวม,20-24 ปี,3.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,รวม,20-24 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,รวม,20-24 ปี,3.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,รวม,20-24 ปี,4.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,รวม,20-24 ปี,4.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,รวม,20-24 ปี,4.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,20-24 ปี,3.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,20-24 ปี,4.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,20-24 ปี,3.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,รวม,รวม,20-24 ปี,5.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,รวม,20-24 ปี,7.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,รวม,20-24 ปี,7.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,รวม,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,รวม,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,รวม,25-29 ปี,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,รวม,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,รวม,25-29 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,รวม,25-29 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,รวม,รวม,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,รวม,25-29 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,25-29 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,25-29 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,รวม,รวม,25-29 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,รวม,25-29 ปี,2.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,รวม,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,รวม,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,รวม,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,25-29 ปี,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,รวม,รวม,25-29 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,รวม,25-29 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,รวม,รวม,25-29 ปี,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,รวม,25-29 ปี,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,รวม,25-29 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,25-29 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,25-29 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,รวม,รวม,25-29 ปี,2.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,รวม,25-29 ปี,2.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,รวม,25-29 ปี,2.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,รวม,รวม,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,รวม,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,25-29 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,25-29 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,รวม,รวม,25-29 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,รวม,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,รวม,25-29 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,รวม,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,รวม,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,รวม,25-29 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,25-29 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,25-29 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,รวม,รวม,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,รวม,25-29 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,รวม,25-29 ปี,2.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,รวม,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,รวม,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,รวม,30-34 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,รวม,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,รวม,30-34 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,รวม,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,รวม,รวม,30-34 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,รวม,รวม,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,รวม,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,รวม,30-34 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,รวม,รวม,30-34 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,รวม,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,30-34 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,รวม,รวม,30-34 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,รวม,30-34 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,รวม,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,รวม,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,รวม,30-34 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,รวม,30-34 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,30-34 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,รวม,รวม,30-34 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,รวม,30-34 ปี,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,รวม,30-34 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,รวม,รวม,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,รวม,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,30-34 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,30-34 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,รวม,รวม,30-34 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,รวม,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,รวม,30-34 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,รวม,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
